date,returns
2023-01-01,0.006123408709230454
2023-01-02,-0.014443387045164088
2023-01-03,0.0025167880646242203
2023-01-04,0.01758599631771302
2023-01-05,-0.00038699815735054763
2023-01-06,-0.014550001196162362
2023-01-07,-0.013971138976355919
2023-01-08,-0.01756635883357634
2023-01-09,-0.010239719556887971
2023-01-10,0.007198652763087997
2023-01-11,-0.012533362354963726
2023-01-12,-0.010497985515233487
2023-01-13,-0.03190938127143917
2023-01-14,-0.018848722676296607
2023-01-15,0.027580313472147202
2023-01-16,-0.012695582401768945
2023-01-17,0.0010191564319553612
2023-01-18,0.01906951629647635
2023-01-19,0.029265170923276372
2023-01-20,0.008738078096411837
2023-01-21,-0.0053972316735579244
2023-01-22,-0.013280778303736133
2023-01-23,-0.02999314495812757
2023-01-24,0.03659105104692824
2023-01-25,0.005541783475391204
2023-01-26,0.0045311897666074855
2023-01-27,0.003270594955757815
2023-01-28,0.007300456563333606
2023-01-29,0.004915482307429331
2023-01-30,0.01526545057283313
2023-01-31,-0.04064311410741526
2023-02-01,-0.01179446995896677
2023-02-02,0.01230475208420239
2023-02-03,0.008460237562802418
2023-02-04,0.0011500969889214239
2023-02-05,-0.002160143543994034
2023-02-06,0.028621551833321275
2023-02-07,-0.00761632438462809
2023-02-08,0.010067298401973002
2023-02-09,-0.006087528699983948
2023-02-10,0.014502265748356169
2023-02-11,-0.019495540846873806
2023-02-12,-0.024577175069346955
2023-02-13,0.008941511909692041
2023-02-14,-0.033192394874076124
2023-02-15,-0.017439733171625997
2023-02-16,0.014403820177306598
2023-02-17,0.001680526220391993
2023-02-18,-0.009464731776558974
2023-02-19,0.010621434152866515
2023-02-20,0.01070152837650825
2023-02-21,0.012243293341643547
2023-02-22,-0.013600631794041517
2023-02-23,-0.010178818435258837
2023-02-24,-0.009001647756865102
2023-02-25,0.016859447197964342
2023-02-26,-0.0146271949461811
2023-02-27,-0.0047698955511569505
2023-02-28,0.015433674091408795
2023-03-01,0.0035852441518922384
2023-03-02,0.01735132331959965
2023-03-03,0.008195241021396559
2023-03-04,-0.005990965686614435
2023-03-05,0.000564317562311482
2023-03-06,-0.011815532222234816
2023-03-07,0.0041433230678274095
2023-03-08,-0.006007760523996506
2023-03-09,0.0071852648960473945
2023-03-10,-0.00507596136473052
2023-03-11,-0.010112781297892363
2023-03-12,-0.03995008289508737
2023-03-13,0.010380035739346725
2023-03-14,0.02687229808223619
2023-03-15,-0.00916026509961427
2023-03-16,-0.024045501420563296
2023-03-17,-0.019925457944068525
2023-03-18,0.03826486901717157
2023-03-19,-0.006776714421985169
2023-03-20,-0.006235323726830094
2023-03-21,0.02961402773084416
2023-03-22,0.019284813823166873
2023-03-23,0.016468380558799987
2023-03-24,-0.015601816156300845
2023-03-25,0.010473235834678483
2023-03-26,-0.006232593089849199
2023-03-27,-0.0037668879124694485
2023-03-28,0.010131729749376065
2023-03-29,-0.014875507562634997
2023-03-30,-0.00498894386855213
2023-03-31,0.008959115089954521
2023-04-01,0.00832269371756684
2023-04-02,-0.003679151518190977
2023-04-03,-0.0004549026630494397
2023-04-04,-0.0117049032366507
2023-04-05,0.022603633629581663
2023-04-06,-0.010018179658330259
2023-04-07,0.011982909335329216
2023-04-08,-0.04492085507068584
2023-04-09,0.015001502963440935
2023-04-10,-0.01530334832400051
2023-04-11,-0.0031644878855704847
2023-04-12,-0.005181953363085019
2023-04-13,-0.005637936025888099
2023-04-14,-0.00872354406494994
2023-04-15,0.00874400888364269
2023-04-16,0.007161545720573348
2023-04-17,0.0023632630459830637
2023-04-18,-0.012575774669777077
2023-04-19,0.02933189604486514
2023-04-20,-0.023307029364859854
2023-04-21,0.010563773231140133
2023-04-22,0.01126483302711289
2023-04-23,0.016267323523812723
2023-04-24,0.03950379342982368
2023-04-25,-0.0005749897440043071
2023-04-26,0.022367429988499946
2023-04-27,-0.02245054260123966
2023-04-28,0.007040887135617337
2023-04-29,-0.010558710755807823
2023-04-30,0.025988099810550308
2023-05-01,0.0012066428318367223
2023-05-02,-0.004004223406158859
2023-05-03,0.008884727247325083
2023-05-04,-0.027759026200744077
2023-05-05,-0.016621398603890513
2023-05-06,-0.021701208542213572
2023-05-07,0.009934604002135831
2023-05-08,-0.024275450968089623
2023-05-09,0.007699625364990918
2023-05-10,5.735734487445769e-05
2023-05-11,-0.007454906541448515
2023-05-12,0.0205542048328117
2023-05-13,-0.008173063337420778
2023-05-14,-0.0042668487837638725
2023-05-15,-0.009657188040621364
2023-05-16,-0.005476897957821269
2023-05-17,0.0015710229541878217
2023-05-18,0.006420713246645603
2023-05-19,-0.0023136809671153603
2023-05-20,0.014910275018997108
2023-05-21,0.003113849113332394
2023-05-22,0.0073649488180712605
2023-05-23,-0.0028057665119138753
2023-05-24,-0.015100786006164697
2023-05-25,0.006345336396045769
2023-05-26,0.023743327710468703
2023-05-27,-0.011969928415371221
2023-05-28,-6.554052921297069e-05
2023-05-29,0.013525071653159615
2023-05-30,-0.013248012709394135
2023-05-31,0.00914829529335181
2023-06-01,0.003113080975359752
2023-06-02,-0.015803345448124218
2023-06-03,0.004509072019906046
2023-06-04,-0.016803324594370433
2023-06-05,-0.007989921287159597
2023-06-06,0.005210210706344565
