date,returns
2023-01-01,-0.020672061765140064
2023-01-02,0.024105016338201692
2023-01-03,-0.010715487322341358
2023-01-04,-0.007384412441664653
2023-01-05,-0.0060987369823946565
2023-01-06,0.005421508614351618
2023-01-07,0.009075834951106988
2023-01-08,0.02107634217374057
2023-01-09,0.012479892262572177
2023-01-10,0.01711466759481562
2023-01-11,0.04346229454422832
2023-01-12,0.01750468830315082
2023-01-13,-0.0027343716619544225
2023-01-14,-0.015570890167099836
2023-01-15,0.0011834897161755666
2023-01-16,-0.01553778854787192
2023-01-17,-0.0007111974316419982
2023-01-18,0.0294655163162648
2023-01-19,0.02964827207466758
2023-01-20,-0.0038712310663807934
2023-01-21,0.020313012249835255
2023-01-22,0.05177743457380113
2023-01-23,0.013909653543884312
2023-01-24,0.018807284131257745
2023-01-25,-0.024060893526771755
2023-01-26,0.017203984444218317
2023-01-27,0.014202044683734486
2023-01-28,0.01290880958895228
2023-01-29,-0.057082930595123475
2023-01-30,0.046732163396298675
2023-01-31,-0.031324977956104956
2023-02-01,-0.028186642579577502
2023-02-02,-0.019905831116953477
2023-02-03,0.014740931254654227
2023-02-04,0.003096089273839035
2023-02-05,0.0005588321337424245
2023-02-06,0.018225018537412402
2023-02-07,0.007422778799574169
2023-02-08,-0.02198539648484135
2023-02-09,-0.024827034296009007
2023-02-10,-0.0017843957488437366
2023-02-11,-0.013805896143278122
2023-02-12,-0.0144796297867338
2023-02-13,-0.013849949876505875
2023-02-14,0.008142052368046243
2023-02-15,-0.01635497263121745
2023-02-16,0.009288940515310352
2023-02-17,0.0019902861370979406
2023-02-18,0.0035755117455776174
2023-02-19,-0.007349395923584394
2023-02-20,-0.016684139351691992
2023-02-21,-0.0013107958335068482
2023-02-22,0.050714167741835646
2023-02-23,0.016236903849682533
2023-02-24,0.05245549938086735
2023-02-25,-0.028186142214700137
2023-02-26,0.018333187354999537
2023-02-27,0.0018315635211086697
2023-02-28,0.006141396593734219
2023-03-01,-0.013312085844531965
2023-03-02,0.03587514331788713
2023-03-03,-0.04820388351947242
2023-03-04,0.00321040464000201
2023-03-05,0.04015874561559411
2023-03-06,0.003001822992397451
2023-03-07,0.0012457683847030554
2023-03-08,-0.008838460933225047
2023-03-09,-0.02280081811271659
2023-03-10,-0.009559986684092824
2023-03-11,-0.029262373694383816
2023-03-12,0.007559494177490896
2023-03-13,0.00694711961156037
2023-03-14,0.005635665367715043
