date,returns
2023-01-01,0.02523299327323914
2023-01-02,-0.02761389635993567
2023-01-03,-0.0043603341918070455
2023-01-04,-0.01363017854661876
2023-01-05,0.045087224000497084
2023-01-06,0.003408162547094907
2023-01-07,-0.017333166685445007
2023-01-08,-0.006580702504609942
2023-01-09,0.006181820825038674
2023-01-10,0.01614096661516547
2023-01-11,-0.034941616643750346
2023-01-12,0.012027490157297522
2023-01-13,0.0013139127669417876
2023-01-14,-0.008255185641796343
2023-01-15,0.017830256515108698
2023-01-16,0.02652440887174992
2023-01-17,0.008142002190275536
2023-01-18,-0.02517608850640556
2023-01-19,0.0018689789413010316
2023-01-20,0.012202032071313254
2023-01-21,0.016734019482643837
2023-01-22,0.014962668746848729
2023-01-23,-0.017896833196238728
2023-01-24,-0.009606315348064314
2023-01-25,-0.0015598642252427554
2023-01-26,0.002897766469748145
2023-01-27,0.002903538781325064
2023-01-28,0.005586260881130053
2023-01-29,0.017070625394450513
2023-01-30,-0.01518886046170586
2023-01-31,0.019009489851334892
2023-02-01,0.0010673941505211816
2023-02-02,0.003074823245733691
2023-02-03,0.02932093389720104
2023-02-04,-0.0043321988920960244
2023-02-05,0.012867226983326544
2023-02-06,-0.00902363365064764
2023-02-07,0.0019109691365083142
2023-02-08,0.004871367338574687
2023-02-09,0.008765610159233118
2023-02-10,0.0005731315982736674
2023-02-11,-0.006591605412985253
2023-02-12,0.013146717775396381
2023-02-13,-0.007902085649679912
2023-02-14,0.007039951217695896
2023-02-15,0.006887937589980885
2023-02-16,-0.010089760454785261
2023-02-17,0.011150719931600309
2023-02-18,0.0009570014806272003
2023-02-19,-0.012321662658962179
2023-02-20,-0.0039033694793527453
2023-02-21,-0.012593602873132131
2023-02-22,0.010759786396609669
2023-02-23,0.0103857918962298
2023-02-24,0.007840027067171195
2023-02-25,0.002047257776810716
2023-02-26,0.041962193421477924
2023-02-27,0.016317602385222996
2023-02-28,0.007395329339779882
2023-03-01,0.0037279439602296524
2023-03-02,-0.015152193359324231
2023-03-03,-0.003186526310604852
2023-03-04,0.01742947938172848
2023-03-05,-0.0012189807736575748
2023-03-06,0.008959457958610263
2023-03-07,0.028069007330680903
2023-03-08,0.016648076303086158
2023-03-09,-0.005035701557320084
2023-03-10,-0.016409365845927785
2023-03-11,-0.004049676653826561
2023-03-12,0.008768698159611362
2023-03-13,0.025663619245661254
2023-03-14,-0.0434517468837609
2023-03-15,-0.03609719902619016
2023-03-16,0.01191331786552349
2023-03-17,0.04575011187800513
2023-03-18,-0.018239358473384207
2023-03-19,-0.022966710990063765
2023-03-20,0.009981937026691177
2023-03-21,0.03601147417395196
2023-03-22,0.0035162480655525894
2023-03-23,-0.013455743641010083
2023-03-24,-0.013964071547651528
2023-03-25,0.006653007584900219
2023-03-26,-0.015342352045988559
2023-03-27,0.009397206203377228
2023-03-28,-0.004282811742492067
2023-03-29,0.00517455746761799
2023-03-30,0.02775018245561197
2023-03-31,-0.014820602495218077
2023-04-01,0.01602577798750305
2023-04-02,-0.01625282167131668
2023-04-03,0.007925677089587434
2023-04-04,-0.010503633382132272
2023-04-05,-0.002709305190290664
2023-04-06,0.013456697457024889
2023-04-07,-0.02099521463462719
2023-04-08,-0.022804667919416086
2023-04-09,-0.017679588940129574
2023-04-10,0.00028436085538988766
2023-04-11,0.008942463350148899
2023-04-12,-0.005108582472838444
2023-04-13,-0.0037107088364761913
2023-04-14,-0.01193776005203319
2023-04-15,0.004507957834888999
2023-04-16,-0.009084640731202168
2023-04-17,0.02848701107161053
2023-04-18,-0.01759577213983999
2023-04-19,-0.0021219480994748097
2023-04-20,-0.00031764322259332175
2023-04-21,0.016205880153656864
2023-04-22,0.04021377275013444
2023-04-23,-0.03324004267684886
2023-04-24,0.001540814949695633
2023-04-25,0.006171474082751829
2023-04-26,-0.010100765571226624
2023-04-27,0.007761205053065624
2023-04-28,0.015749205493889376
2023-04-29,-0.01236041624808067
2023-04-30,0.008298642579211661
2023-05-01,-0.003967999696034428
2023-05-02,-0.03599727716177959
2023-05-03,0.007077242104324987
2023-05-04,0.012321133296235265
2023-05-05,-0.015672031629424498
2023-05-06,0.007306317484656395
2023-05-07,-0.01231163946064457
2023-05-08,-0.0361427738290005
